copy,copy,copy,copy,,,
1962.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-grams-cv,0,,,,
1962.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-grams-min,200.88,,,,
1962.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-grams-max,200.88,,,,
1962.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-samples-start-time,1782309255,,,,
1962.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-samples-duration,9.79,,,,
1962.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-4-samples-count,50,,,,
2036.5,MeasurementType.INIT-1.0-ul-channel_1-trial-5-celsius-pipette,26.79,,,,
2036.6,MeasurementType.INIT-1.0-ul-channel_1-trial-5-humidity-pipette,39.86,,,,
2036.6,MeasurementType.INIT-1.0-ul-channel_1-trial-5-celsius-air,21.3,,,,
2036.7,MeasurementType.INIT-1.0-ul-channel_1-trial-5-humidity-air,49.9,,,,
2036.8,MeasurementType.INIT-1.0-ul-channel_1-trial-5-pascals-air,1000,,,,
2036.8,MeasurementType.INIT-1.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
2036.9,MeasurementType.INIT-1.0-ul-channel_1-trial-5-grams-average,200.87,,,,
2036.9,MeasurementType.INIT-1.0-ul-channel_1-trial-5-grams-cv,0,,,,
2037,MeasurementType.INIT-1.0-ul-channel_1-trial-5-grams-min,200.87,,,,
2037.1,MeasurementType.INIT-1.0-ul-channel_1-trial-5-grams-max,200.87,,,,
2037.1,MeasurementType.INIT-1.0-ul-channel_1-trial-5-samples-start-time,1782309329,,,,
2037.2,MeasurementType.INIT-1.0-ul-channel_1-trial-5-samples-duration,9.63,,,,
2037.2,MeasurementType.INIT-1.0-ul-channel_1-trial-5-samples-count,49,,,,
2065.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-celsius-pipette,26.81,,,,
2065.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-humidity-pipette,40.04,,,,
2066,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-celsius-air,21.3,,,,
2066,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-humidity-air,50.8,,,,
2066.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-pascals-air,1000,,,,
2066.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
2066.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-grams-average,200.77,,,,
2066.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-grams-cv,0,,,,
2066.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-grams-min,200.77,,,,
2066.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-grams-max,200.77,,,,
2066.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-samples-start-time,1782309359,,,,
2066.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-samples-duration,9.83,,,,
2066.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-5-samples-count,50,,,,
2094.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-celsius-pipette,26.81,,,,
2094.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-humidity-pipette,40.31,,,,
2094.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-celsius-air,21.3,,,,
2094.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-humidity-air,51,,,,
2094.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-pascals-air,1000,,,,
2095,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-celsius-liquid,25,,,,
2095,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-grams-average,200.85,,,,
2095.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-grams-cv,0,,,,
2095.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-grams-min,200.85,,,,
2095.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-grams-max,200.85,,,,
2095.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-samples-start-time,1782309387,,,,
2095.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-samples-duration,9.8,,,,
2095.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-5-samples-count,50,,,,
2160.8,MeasurementType.INIT-1.0-ul-channel_1-trial-6-celsius-pipette,26.81,,,,
2160.9,MeasurementType.INIT-1.0-ul-channel_1-trial-6-humidity-pipette,40.4,,,,
2160.9,MeasurementType.INIT-1.0-ul-channel_1-trial-6-celsius-air,21.3,,,,
2161,MeasurementType.INIT-1.0-ul-channel_1-trial-6-humidity-air,51.1,,,,
2161.1,MeasurementType.INIT-1.0-ul-channel_1-trial-6-pascals-air,1000,,,,
2161.1,MeasurementType.INIT-1.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
2161.2,MeasurementType.INIT-1.0-ul-channel_1-trial-6-grams-average,200.84,,,,
2161.3,MeasurementType.INIT-1.0-ul-channel_1-trial-6-grams-cv,0,,,,
2161.3,MeasurementType.INIT-1.0-ul-channel_1-trial-6-grams-min,200.84,,,,
2161.4,MeasurementType.INIT-1.0-ul-channel_1-trial-6-grams-max,200.84,,,,
2161.4,MeasurementType.INIT-1.0-ul-channel_1-trial-6-samples-start-time,1782309454,,,,
2161.5,MeasurementType.INIT-1.0-ul-channel_1-trial-6-samples-duration,9.8,,,,
2161.5,MeasurementType.INIT-1.0-ul-channel_1-trial-6-samples-count,50,,,,
2189.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-celsius-pipette,26.81,,,,
2189.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-humidity-pipette,40.22,,,,
2189.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-celsius-air,21.3,,,,
2190,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-humidity-air,50.9,,,,
2190,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-pascals-air,1000,,,,
2190.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
2190.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-grams-average,200.72,,,,
2190.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-grams-cv,0,,,,
2190.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-grams-min,200.72,,,,
2190.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-grams-max,200.72,,,,
2190.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-samples-start-time,1782309483,,,,
2190.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-samples-duration,9.79,,,,
2190.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-6-samples-count,50,,,,
2218.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-celsius-pipette,26.81,,,,
2218.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-humidity-pipette,40.08,,,,
2218.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-celsius-air,21.3,,,,
2218.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-humidity-air,50.6,,,,
2219.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-pascals-air,1000,,,,
2219.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-celsius-liquid,25,,,,
2219.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-grams-average,200.81,,,,
2219.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-grams-cv,0,,,,
2219.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-grams-min,200.81,,,,
2219.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-grams-max,200.81,,,,
2219.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-samples-start-time,1782309511,,,,
2219.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-samples-duration,9.93,,,,
2219.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-6-samples-count,51,,,,
2291.4,MeasurementType.INIT-1.0-ul-channel_1-trial-7-celsius-pipette,26.81,,,,
2291.5,MeasurementType.INIT-1.0-ul-channel_1-trial-7-humidity-pipette,39.56,,,,
2291.6,MeasurementType.INIT-1.0-ul-channel_1-trial-7-celsius-air,21.3,,,,
2291.6,MeasurementType.INIT-1.0-ul-channel_1-trial-7-humidity-air,50,,,,
2291.7,MeasurementType.INIT-1.0-ul-channel_1-trial-7-pascals-air,1000,,,,
2291.8,MeasurementType.INIT-1.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
2291.8,MeasurementType.INIT-1.0-ul-channel_1-trial-7-grams-average,200.8,,,,
2291.9,MeasurementType.INIT-1.0-ul-channel_1-trial-7-grams-cv,0,,,,
2292,MeasurementType.INIT-1.0-ul-channel_1-trial-7-grams-min,200.8,,,,
2292.1,MeasurementType.INIT-1.0-ul-channel_1-trial-7-grams-max,200.8,,,,
2292.2,MeasurementType.INIT-1.0-ul-channel_1-trial-7-samples-start-time,1782309584,,,,
2292.2,MeasurementType.INIT-1.0-ul-channel_1-trial-7-samples-duration,9.8,,,,
2292.3,MeasurementType.INIT-1.0-ul-channel_1-trial-7-samples-count,50,,,,
2320.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-celsius-pipette,26.81,,,,
2320.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-humidity-pipette,39.49,,,,
2320.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-celsius-air,21.4,,,,
2320.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-humidity-air,49.8,,,,
2320.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-pascals-air,1000,,,,
2320.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
2321,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-grams-average,200.69,,,,
2321,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-grams-cv,0,,,,
2321.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-grams-min,200.69,,,,
2321.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-grams-max,200.69,,,,
2321.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-samples-start-time,1782309613,,,,
2321.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-samples-duration,9.77,,,,
2321.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-7-samples-count,50,,,,
2349.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-celsius-pipette,26.83,,,,
2349.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-humidity-pipette,39.34,,,,
2349.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-celsius-air,21.4,,,,
2349.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-humidity-air,49.6,,,,
2349.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-pascals-air,1000,,,,
2349.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-celsius-liquid,25,,,,
2349.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-grams-average,200.78,,,,
2350,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-grams-cv,0,,,,
2350.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-grams-min,200.78,,,,
2350.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-grams-max,200.78,,,,
2350.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-samples-start-time,1782309642,,,,
2350.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-samples-duration,9.81,,,,
2350.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-7-samples-count,50,,,,
2427.8,MeasurementType.INIT-1.0-ul-channel_1-trial-8-celsius-pipette,26.79,,,,
2427.9,MeasurementType.INIT-1.0-ul-channel_1-trial-8-humidity-pipette,38.88,,,,
2427.9,MeasurementType.INIT-1.0-ul-channel_1-trial-8-celsius-air,21.4,,,,
2428,MeasurementType.INIT-1.0-ul-channel_1-trial-8-humidity-air,49.1,,,,
2428,MeasurementType.INIT-1.0-ul-channel_1-trial-8-pascals-air,1000,,,,
2428.1,MeasurementType.INIT-1.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
2428.1,MeasurementType.INIT-1.0-ul-channel_1-trial-8-grams-average,200.78,,,,
2428.2,MeasurementType.INIT-1.0-ul-channel_1-trial-8-grams-cv,0,,,,
2428.3,MeasurementType.INIT-1.0-ul-channel_1-trial-8-grams-min,200.78,,,,
2428.3,MeasurementType.INIT-1.0-ul-channel_1-trial-8-grams-max,200.78,,,,
2428.4,MeasurementType.INIT-1.0-ul-channel_1-trial-8-samples-start-time,1782309721,,,,
2428.5,MeasurementType.INIT-1.0-ul-channel_1-trial-8-samples-duration,9.81,,,,
2428.5,MeasurementType.INIT-1.0-ul-channel_1-trial-8-samples-count,50,,,,
2456.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-celsius-pipette,26.83,,,,
2457,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-humidity-pipette,38.97,,,,
2457,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-celsius-air,21.3,,,,
2457.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-humidity-air,49,,,,
2457.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-pascals-air,1000,,,,
2457.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
2457.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-grams-average,200.67,,,,
2457.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-grams-cv,0,,,,
2457.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-grams-min,200.67,,,,
2457.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-grams-max,200.67,,,,
2457.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-samples-start-time,1782309750,,,,
2457.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-samples-duration,9.81,,,,
2457.6,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-8-samples-count,50,,,,
2485.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-celsius-pipette,26.81,,,,
2485.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-humidity-pipette,38.98,,,,
2485.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-celsius-air,21.3,,,,
2486,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-humidity-air,48.9,,,,
2486,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-pascals-air,1000,,,,
2486.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-celsius-liquid,25,,,,
2486.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-grams-average,200.76,,,,
2486.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-grams-cv,0,,,,
2486.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-grams-min,200.76,,,,
2486.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-grams-max,200.76,,,,
2486.4,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-samples-start-time,1782309779,,,,
2486.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-samples-duration,9.83,,,,
2486.5,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-8-samples-count,50,,,,
2557.2,MeasurementType.INIT-1.0-ul-channel_1-trial-9-celsius-pipette,26.83,,,,
2557.3,MeasurementType.INIT-1.0-ul-channel_1-trial-9-humidity-pipette,38.47,,,,
2557.3,MeasurementType.INIT-1.0-ul-channel_1-trial-9-celsius-air,21.4,,,,
2557.4,MeasurementType.INIT-1.0-ul-channel_1-trial-9-humidity-air,48.7,,,,
2557.5,MeasurementType.INIT-1.0-ul-channel_1-trial-9-pascals-air,1000,,,,
2557.5,MeasurementType.INIT-1.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
2557.6,MeasurementType.INIT-1.0-ul-channel_1-trial-9-grams-average,200.76,,,,
2557.6,MeasurementType.INIT-1.0-ul-channel_1-trial-9-grams-cv,0,,,,
2557.7,MeasurementType.INIT-1.0-ul-channel_1-trial-9-grams-min,200.76,,,,
2557.8,MeasurementType.INIT-1.0-ul-channel_1-trial-9-grams-max,200.76,,,,
2557.8,MeasurementType.INIT-1.0-ul-channel_1-trial-9-samples-start-time,1782309850,,,,
2557.9,MeasurementType.INIT-1.0-ul-channel_1-trial-9-samples-duration,9.79,,,,
2557.9,MeasurementType.INIT-1.0-ul-channel_1-trial-9-samples-count,50,,,,
2586.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-celsius-pipette,26.83,,,,
2586.4,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-humidity-pipette,38.58,,,,
2586.5,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-celsius-air,21.4,,,,
2586.7,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-humidity-air,48.6,,,,
2586.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-pascals-air,1000,,,,
2586.8,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
2586.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-grams-average,200.65,,,,
2586.9,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-grams-cv,0,,,,
2587,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-grams-min,200.65,,,,
2587.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-grams-max,200.65,,,,
2587.1,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-samples-start-time,1782309879,,,,
2587.2,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-samples-duration,9.81,,,,
2587.3,MeasurementType.ASPIRATE-1.0-ul-channel_1-trial-9-samples-count,50,,,,
2615.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-celsius-pipette,26.83,,,,
2615.3,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-humidity-pipette,38.57,,,,
2615.6,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-celsius-air,21.4,,,,
2615.7,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-humidity-air,48.5,,,,
2615.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-pascals-air,1000,,,,
2615.8,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-celsius-liquid,25,,,,
2615.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-grams-average,200.74,,,,
2615.9,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-grams-cv,0,,,,
2616,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-grams-min,200.74,,,,
2616.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-grams-max,200.74,,,,
2616.1,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-samples-start-time,1782309908,,,,
2616.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-samples-duration,9.6,,,,
2616.2,MeasurementType.DISPENSE-1.0-ul-channel_1-trial-9-samples-count,49,,,,
2745.1,MeasurementType.INIT-50.0-ul-channel_1-trial-1-celsius-pipette,26.86,,,,
2745.2,MeasurementType.INIT-50.0-ul-channel_1-trial-1-humidity-pipette,40.46,,,,
2745.3,MeasurementType.INIT-50.0-ul-channel_1-trial-1-celsius-air,21.4,,,,
2745.4,MeasurementType.INIT-50.0-ul-channel_1-trial-1-humidity-air,51.1,,,,
2745.4,MeasurementType.INIT-50.0-ul-channel_1-trial-1-pascals-air,1000,,,,
2745.5,MeasurementType.INIT-50.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
2745.5,MeasurementType.INIT-50.0-ul-channel_1-trial-1-grams-average,200.78,,,,
2745.6,MeasurementType.INIT-50.0-ul-channel_1-trial-1-grams-cv,0,,,,
2745.7,MeasurementType.INIT-50.0-ul-channel_1-trial-1-grams-min,200.78,,,,
2745.7,MeasurementType.INIT-50.0-ul-channel_1-trial-1-grams-max,200.78,,,,
2745.8,MeasurementType.INIT-50.0-ul-channel_1-trial-1-samples-start-time,1782310038,,,,
2745.8,MeasurementType.INIT-50.0-ul-channel_1-trial-1-samples-duration,9.8,,,,
2745.9,MeasurementType.INIT-50.0-ul-channel_1-trial-1-samples-count,50,,,,
2781.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-celsius-pipette,26.88,,,,
2781.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-humidity-pipette,40.95,,,,
2781.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-celsius-air,21.4,,,,
2781.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-humidity-air,51.7,,,,
2781.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-pascals-air,1000,,,,
2781.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
2781.8,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-grams-average,195.94,,,,
2781.9,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-grams-cv,0,,,,
2782,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-grams-min,195.94,,,,
2782,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-grams-max,195.94,,,,
2782.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-samples-start-time,1782310074,,,,
2782.1,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-samples-duration,9.77,,,,
2782.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-1-samples-count,50,,,,
2811.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-celsius-pipette,26.88,,,,
2812,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-humidity-pipette,40.87,,,,
2812,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-celsius-air,21.4,,,,
2812.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-humidity-air,51.8,,,,
2812.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-pascals-air,1000,,,,
2812.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-celsius-liquid,25,,,,
2812.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-grams-average,200.79,,,,
2812.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-grams-cv,0,,,,
2812.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-grams-min,200.79,,,,
2812.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-grams-max,200.79,,,,
2812.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-samples-start-time,1782310106,,,,
2812.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-samples-duration,8.57,,,,
2812.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-1-samples-count,41,,,,
2881.6,MeasurementType.INIT-50.0-ul-channel_1-trial-2-celsius-pipette,26.86,,,,
2881.6,MeasurementType.INIT-50.0-ul-channel_1-trial-2-humidity-pipette,40.7,,,,
2881.8,MeasurementType.INIT-50.0-ul-channel_1-trial-2-celsius-air,21.4,,,,
2881.8,MeasurementType.INIT-50.0-ul-channel_1-trial-2-humidity-air,51.2,,,,
2881.9,MeasurementType.INIT-50.0-ul-channel_1-trial-2-pascals-air,1000,,,,
2881.9,MeasurementType.INIT-50.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
2882,MeasurementType.INIT-50.0-ul-channel_1-trial-2-grams-average,200.78,,,,
2882.1,MeasurementType.INIT-50.0-ul-channel_1-trial-2-grams-cv,0,,,,
2882.1,MeasurementType.INIT-50.0-ul-channel_1-trial-2-grams-min,200.78,,,,
2882.2,MeasurementType.INIT-50.0-ul-channel_1-trial-2-grams-max,200.78,,,,
2882.3,MeasurementType.INIT-50.0-ul-channel_1-trial-2-samples-start-time,1782310174,,,,
2882.3,MeasurementType.INIT-50.0-ul-channel_1-trial-2-samples-duration,9.81,,,,
2882.4,MeasurementType.INIT-50.0-ul-channel_1-trial-2-samples-count,50,,,,
2918.2,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-celsius-pipette,26.86,,,,
2918.3,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-humidity-pipette,40.33,,,,
2918.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-celsius-air,21.4,,,,
2918.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-humidity-air,50.9,,,,
2918.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-pascals-air,1000,,,,
2918.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
2918.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-grams-average,195.92,,,,
2918.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-grams-cv,0,,,,
2918.7,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-grams-min,195.92,,,,
2919.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-grams-max,195.92,,,,
2919.4,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-samples-start-time,1782310211,,,,
2919.5,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-samples-duration,9.55,,,,
2919.6,MeasurementType.ASPIRATE-50.0-ul-channel_1-trial-2-samples-count,49,,,,
2948.9,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-celsius-pipette,26.9,,,,
2949,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-humidity-pipette,40.2,,,,
2949,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-celsius-air,21.4,,,,
2949.1,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-humidity-air,50.6,,,,
2949.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-pascals-air,1000,,,,
2949.2,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-celsius-liquid,25,,,,
2949.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-grams-average,200.78,,,,
2949.3,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-grams-cv,0,,,,
2949.4,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-grams-min,200.78,,,,
2949.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-grams-max,200.78,,,,
2949.5,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-samples-start-time,1782310243,,,,
2949.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-samples-duration,8.74,,,,
2949.6,MeasurementType.DISPENSE-50.0-ul-channel_1-trial-2-samples-count,44,,,,
3020,MeasurementType.INIT-50.0-ul-channel_1-trial-3-celsius-pipette,26.88,,,,
3020,MeasurementType.INIT-50.0-ul-channel_1-trial-3-humidity-pipette,39.76,,,,
3020.1,MeasurementType.INIT-50.0-ul-channel_1-trial-3-celsius-air,21.4,,,,
3020.2,MeasurementType.INIT-50.0-ul-channel_1-trial-3-humidity-air,50,,,,
3020.2,MeasurementType.INIT-50.0-ul-channel_1-trial-3-pascals-air,1000,,,,
3020.3,MeasurementType.INIT-50.0-ul-channel_1-trial-3-celsius-liquid,25,,,,
3020.3,MeasurementType.INIT-50.0-ul-channel_1-trial-3-grams-average,200.77,,,,
