copy,copy,copy,copy,,RETEST---.>>,,THIS IS NOT READY TO USE,,,,
1271.4,measure-dispense-5.0-ul-channel_1-trial-4-samples-start-time,1.78E+09,,,,,,,,,
1271.5,measure-dispense-5.0-ul-channel_1-trial-4-samples-duration,9.795595407,,,,,,,,,
1271.5,measure-dispense-5.0-ul-channel_1-trial-4-samples-count,4.50E+01,,,,,,,,,
1330.8,measure-init-5.0-ul-channel_1-trial-5-celsius-pipette,2.42E+01,,,,,,,,,
1330.9,measure-init-5.0-ul-channel_1-trial-5-humidity-pipette,5.96E+01,,,,,,,,,
1331,measure-init-5.0-ul-channel_1-trial-5-celsius-air,20.2,,,,,,,,,
1331,measure-init-5.0-ul-channel_1-trial-5-humidity-air,5.27E+01,,,,,,,,,
1331.1,measure-init-5.0-ul-channel_1-trial-5-pascals-air,1.00E+03,,,,,,,,,
1331.1,measure-init-5.0-ul-channel_1-trial-5-celsius-liquid,2.50E+01,,,,,,,,,
1331.2,measure-init-5.0-ul-channel_1-trial-5-grams-average,19.5323,,,,,,,,,
1331.3,measure-init-5.0-ul-channel_1-trial-5-grams-cv,0.00E+00,,,,,,,,,
1331.3,measure-init-5.0-ul-channel_1-trial-5-grams-min,1.95E+01,,,,,,,,,
1331.4,measure-init-5.0-ul-channel_1-trial-5-grams-max,1.95E+01,,,,,,,,,
1331.5,measure-init-5.0-ul-channel_1-trial-5-samples-start-time,1.78E+09,,,,,,,,,
1331.5,measure-init-5.0-ul-channel_1-trial-5-samples-duration,9.782497406,,,,,,,,,
1331.6,measure-init-5.0-ul-channel_1-trial-5-samples-count,4.80E+01,,,,,,,,,
1354.7,measure-aspirate-5.0-ul-channel_1-trial-5-celsius-pipette,2.43E+01,,,,,,,,,
1354.7,measure-aspirate-5.0-ul-channel_1-trial-5-humidity-pipette,5.96E+01,,,,,,,,,
1354.8,measure-aspirate-5.0-ul-channel_1-trial-5-celsius-air,20.2,,,,,,,,,
1354.9,measure-aspirate-5.0-ul-channel_1-trial-5-humidity-air,5.24E+01,,,,,,,,,
1354.9,measure-aspirate-5.0-ul-channel_1-trial-5-pascals-air,1.00E+03,,,,,,,,,
1355,measure-aspirate-5.0-ul-channel_1-trial-5-celsius-liquid,2.50E+01,,,,,,,,,
1355.1,measure-aspirate-5.0-ul-channel_1-trial-5-grams-average,19.5272,,,,,,,,,
1355.1,measure-aspirate-5.0-ul-channel_1-trial-5-grams-cv,0.00E+00,,,,,,,,,
1355.2,measure-aspirate-5.0-ul-channel_1-trial-5-grams-min,1.95E+01,,,,,,,,,
1355.3,measure-aspirate-5.0-ul-channel_1-trial-5-grams-max,1.95E+01,,,,,,,,,
1355.3,measure-aspirate-5.0-ul-channel_1-trial-5-samples-start-time,1.78E+09,,,,,,,,,
1355.4,measure-aspirate-5.0-ul-channel_1-trial-5-samples-duration,9.77649498,,,,,,,,,
1355.4,measure-aspirate-5.0-ul-channel_1-trial-5-samples-count,5.00E+01,,,,,,,,,
1378.3,measure-dispense-5.0-ul-channel_1-trial-5-celsius-pipette,2.43E+01,,,,,,,,,
1378.4,measure-dispense-5.0-ul-channel_1-trial-5-humidity-pipette,5.94E+01,,,,,,,,,
1378.4,measure-dispense-5.0-ul-channel_1-trial-5-celsius-air,20.2,,,,,,,,,
1378.5,measure-dispense-5.0-ul-channel_1-trial-5-humidity-air,5.21E+01,,,,,,,,,
1378.5,measure-dispense-5.0-ul-channel_1-trial-5-pascals-air,1.00E+03,,,,,,,,,
1378.6,measure-dispense-5.0-ul-channel_1-trial-5-celsius-liquid,2.50E+01,,,,,,,,,
1378.7,measure-dispense-5.0-ul-channel_1-trial-5-grams-average,19.53204706,,,,,,,,,
1378.7,measure-dispense-5.0-ul-channel_1-trial-5-grams-cv,2.58E-06,,,,,,,,,
1378.8,measure-dispense-5.0-ul-channel_1-trial-5-grams-min,1.95E+01,,,,,,,,,
1378.9,measure-dispense-5.0-ul-channel_1-trial-5-grams-max,1.95E+01,,,,,,,,,
1378.9,measure-dispense-5.0-ul-channel_1-trial-5-samples-start-time,1.78E+09,,,,,,,,,
1379,measure-dispense-5.0-ul-channel_1-trial-5-samples-duration,9.991825342,,,,,,,,,
1379.1,measure-dispense-5.0-ul-channel_1-trial-5-samples-count,5.10E+01,,,,,,,,,
1438.6,measure-init-5.0-ul-channel_1-trial-6-celsius-pipette,2.44E+01,,,,,,,,,
1438.7,measure-init-5.0-ul-channel_1-trial-6-humidity-pipette,5.93E+01,,,,,,,,,
1438.7,measure-init-5.0-ul-channel_1-trial-6-celsius-air,20.2,,,,,,,,,
1438.8,measure-init-5.0-ul-channel_1-trial-6-humidity-air,5.12E+01,,,,,,,,,
1438.9,measure-init-5.0-ul-channel_1-trial-6-pascals-air,1.00E+03,,,,,,,,,
1438.9,measure-init-5.0-ul-channel_1-trial-6-celsius-liquid,2.50E+01,,,,,,,,,
1439,measure-init-5.0-ul-channel_1-trial-6-grams-average,19.531695,,,,,,,,,
1439.1,measure-init-5.0-ul-channel_1-trial-6-grams-cv,1.13E-06,,,,,,,,,
1439.1,measure-init-5.0-ul-channel_1-trial-6-grams-min,1.95E+01,,,,,,,,,
1439.2,measure-init-5.0-ul-channel_1-trial-6-grams-max,1.95E+01,,,,,,,,,
1439.3,measure-init-5.0-ul-channel_1-trial-6-samples-start-time,1.78E+09,,,,,,,,,
1439.3,measure-init-5.0-ul-channel_1-trial-6-samples-duration,7.84268713,,,,,,,,,
1439.4,measure-init-5.0-ul-channel_1-trial-6-samples-count,4.00E+01,,,,,,,,,
1462.5,measure-aspirate-5.0-ul-channel_1-trial-6-celsius-pipette,2.44E+01,,,,,,,,,
1462.6,measure-aspirate-5.0-ul-channel_1-trial-6-humidity-pipette,5.90E+01,,,,,,,,,
1462.6,measure-aspirate-5.0-ul-channel_1-trial-6-celsius-air,20.2,,,,,,,,,
1462.7,measure-aspirate-5.0-ul-channel_1-trial-6-humidity-air,5.09E+01,,,,,,,,,
1462.8,measure-aspirate-5.0-ul-channel_1-trial-6-pascals-air,1.00E+03,,,,,,,,,
1462.8,measure-aspirate-5.0-ul-channel_1-trial-6-celsius-liquid,2.50E+01,,,,,,,,,
1462.9,measure-aspirate-5.0-ul-channel_1-trial-6-grams-average,19.52651875,,,,,,,,,
1463,measure-aspirate-5.0-ul-channel_1-trial-6-grams-cv,2.03E-06,,,,,,,,,
1463,measure-aspirate-5.0-ul-channel_1-trial-6-grams-min,1.95E+01,,,,,,,,,
1463.1,measure-aspirate-5.0-ul-channel_1-trial-6-grams-max,1.95E+01,,,,,,,,,
1463.2,measure-aspirate-5.0-ul-channel_1-trial-6-samples-start-time,1.78E+09,,,,,,,,,
1463.2,measure-aspirate-5.0-ul-channel_1-trial-6-samples-duration,9.777687073,,,,,,,,,
1463.3,measure-aspirate-5.0-ul-channel_1-trial-6-samples-count,3.20E+01,,,,,,,,,
1486.2,measure-dispense-5.0-ul-channel_1-trial-6-celsius-pipette,2.44E+01,,,,,,,,,
1486.2,measure-dispense-5.0-ul-channel_1-trial-6-humidity-pipette,5.90E+01,,,,,,,,,
1486.3,measure-dispense-5.0-ul-channel_1-trial-6-celsius-air,20.2,,,,,,,,,
1486.4,measure-dispense-5.0-ul-channel_1-trial-6-humidity-air,5.09E+01,,,,,,,,,
1486.4,measure-dispense-5.0-ul-channel_1-trial-6-pascals-air,1.00E+03,,,,,,,,,
1486.5,measure-dispense-5.0-ul-channel_1-trial-6-celsius-liquid,2.50E+01,,,,,,,,,
1486.6,measure-dispense-5.0-ul-channel_1-trial-6-grams-average,19.531336,,,,,,,,,
1486.6,measure-dispense-5.0-ul-channel_1-trial-6-grams-cv,2.48E-06,,,,,,,,,
1486.7,measure-dispense-5.0-ul-channel_1-trial-6-grams-min,1.95E+01,,,,,,,,,
1486.8,measure-dispense-5.0-ul-channel_1-trial-6-grams-max,1.95E+01,,,,,,,,,
1486.8,measure-dispense-5.0-ul-channel_1-trial-6-samples-start-time,1.78E+09,,,,,,,,,
1486.9,measure-dispense-5.0-ul-channel_1-trial-6-samples-duration,9.785859823,,,,,,,,,
1487,measure-dispense-5.0-ul-channel_1-trial-6-samples-count,5.00E+01,,,,,,,,,
1546.8,measure-init-5.0-ul-channel_1-trial-7-celsius-pipette,2.45E+01,,,,,,,,,
1546.8,measure-init-5.0-ul-channel_1-trial-7-humidity-pipette,5.89E+01,,,,,,,,,
1546.9,measure-init-5.0-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
1547,measure-init-5.0-ul-channel_1-trial-7-humidity-air,5.15E+01,,,,,,,,,
1547,measure-init-5.0-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
1547.1,measure-init-5.0-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
1547.2,measure-init-5.0-ul-channel_1-trial-7-grams-average,19.5314,,,,,,,,,
1547.2,measure-init-5.0-ul-channel_1-trial-7-grams-cv,0.00E+00,,,,,,,,,
1547.3,measure-init-5.0-ul-channel_1-trial-7-grams-min,1.95E+01,,,,,,,,,
1547.4,measure-init-5.0-ul-channel_1-trial-7-grams-max,1.95E+01,,,,,,,,,
1547.4,measure-init-5.0-ul-channel_1-trial-7-samples-start-time,1.78E+09,,,,,,,,,
1547.5,measure-init-5.0-ul-channel_1-trial-7-samples-duration,9.778515339,,,,,,,,,
1547.6,measure-init-5.0-ul-channel_1-trial-7-samples-count,5.00E+01,,,,,,,,,
1570.6,measure-aspirate-5.0-ul-channel_1-trial-7-celsius-pipette,2.46E+01,,,,,,,,,
1570.7,measure-aspirate-5.0-ul-channel_1-trial-7-humidity-pipette,5.87E+01,,,,,,,,,
1570.8,measure-aspirate-5.0-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
1570.8,measure-aspirate-5.0-ul-channel_1-trial-7-humidity-air,5.17E+01,,,,,,,,,
1570.9,measure-aspirate-5.0-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
1571,measure-aspirate-5.0-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
1571,measure-aspirate-5.0-ul-channel_1-trial-7-grams-average,19.526168,,,,,,,,,
1571.1,measure-aspirate-5.0-ul-channel_1-trial-7-grams-cv,3.34E-06,,,,,,,,,
1571.2,measure-aspirate-5.0-ul-channel_1-trial-7-grams-min,1.95E+01,,,,,,,,,
1571.2,measure-aspirate-5.0-ul-channel_1-trial-7-grams-max,1.95E+01,,,,,,,,,
1571.3,measure-aspirate-5.0-ul-channel_1-trial-7-samples-start-time,1.78E+09,,,,,,,,,
1571.4,measure-aspirate-5.0-ul-channel_1-trial-7-samples-duration,9.792366743,,,,,,,,,
1571.4,measure-aspirate-5.0-ul-channel_1-trial-7-samples-count,5.00E+01,,,,,,,,,
1594.3,measure-dispense-5.0-ul-channel_1-trial-7-celsius-pipette,2.46E+01,,,,,,,,,
1594.3,measure-dispense-5.0-ul-channel_1-trial-7-humidity-pipette,5.85E+01,,,,,,,,,
1594.4,measure-dispense-5.0-ul-channel_1-trial-7-celsius-air,20.2,,,,,,,,,
1594.5,measure-dispense-5.0-ul-channel_1-trial-7-humidity-air,5.20E+01,,,,,,,,,
1594.5,measure-dispense-5.0-ul-channel_1-trial-7-pascals-air,1.00E+03,,,,,,,,,
1594.6,measure-dispense-5.0-ul-channel_1-trial-7-celsius-liquid,2.50E+01,,,,,,,,,
1594.7,measure-dispense-5.0-ul-channel_1-trial-7-grams-average,19.53118261,,,,,,,,,
1594.7,measure-dispense-5.0-ul-channel_1-trial-7-grams-cv,1.96E-06,,,,,,,,,
1594.8,measure-dispense-5.0-ul-channel_1-trial-7-grams-min,1.95E+01,,,,,,,,,
1594.9,measure-dispense-5.0-ul-channel_1-trial-7-grams-max,1.95E+01,,,,,,,,,
1594.9,measure-dispense-5.0-ul-channel_1-trial-7-samples-start-time,1.78E+09,,,,,,,,,
1595,measure-dispense-5.0-ul-channel_1-trial-7-samples-duration,9.995143652,,,,,,,,,
1595.1,measure-dispense-5.0-ul-channel_1-trial-7-samples-count,4.60E+01,,,,,,,,,
1653.3,measure-init-5.0-ul-channel_1-trial-8-celsius-pipette,2.46E+01,,,,,,,,,
1653.4,measure-init-5.0-ul-channel_1-trial-8-humidity-pipette,5.84E+01,,,,,,,,,
1653.4,measure-init-5.0-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
1653.5,measure-init-5.0-ul-channel_1-trial-8-humidity-air,5.21E+01,,,,,,,,,
1653.6,measure-init-5.0-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
1653.6,measure-init-5.0-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
1653.7,measure-init-5.0-ul-channel_1-trial-8-grams-average,19.5312,,,,,,,,,
1653.8,measure-init-5.0-ul-channel_1-trial-8-grams-cv,0.00E+00,,,,,,,,,
1653.8,measure-init-5.0-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
1653.9,measure-init-5.0-ul-channel_1-trial-8-grams-max,1.95E+01,,,,,,,,,
1654,measure-init-5.0-ul-channel_1-trial-8-samples-start-time,1.78E+09,,,,,,,,,
1654,measure-init-5.0-ul-channel_1-trial-8-samples-duration,9.614383936,,,,,,,,,
1654.1,measure-init-5.0-ul-channel_1-trial-8-samples-count,4.90E+01,,,,,,,,,
1677.2,measure-aspirate-5.0-ul-channel_1-trial-8-celsius-pipette,2.47E+01,,,,,,,,,
1677.3,measure-aspirate-5.0-ul-channel_1-trial-8-humidity-pipette,5.85E+01,,,,,,,,,
1677.3,measure-aspirate-5.0-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
1677.4,measure-aspirate-5.0-ul-channel_1-trial-8-humidity-air,5.20E+01,,,,,,,,,
1677.5,measure-aspirate-5.0-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
1677.5,measure-aspirate-5.0-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
1677.6,measure-aspirate-5.0-ul-channel_1-trial-8-grams-average,19.52614091,,,,,,,,,
1677.7,measure-aspirate-5.0-ul-channel_1-trial-8-grams-cv,2.55E-06,,,,,,,,,
1677.7,measure-aspirate-5.0-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
1677.8,measure-aspirate-5.0-ul-channel_1-trial-8-grams-max,1.95E+01,,,,,,,,,
1677.9,measure-aspirate-5.0-ul-channel_1-trial-8-samples-start-time,1.78E+09,,,,,,,,,
1677.9,measure-aspirate-5.0-ul-channel_1-trial-8-samples-duration,9.790691376,,,,,,,,,
1678,measure-aspirate-5.0-ul-channel_1-trial-8-samples-count,4.40E+01,,,,,,,,,
1700.9,measure-dispense-5.0-ul-channel_1-trial-8-celsius-pipette,2.47E+01,,,,,,,,,
1701,measure-dispense-5.0-ul-channel_1-trial-8-humidity-pipette,5.84E+01,,,,,,,,,
1701.1,measure-dispense-5.0-ul-channel_1-trial-8-celsius-air,20.2,,,,,,,,,
1701.1,measure-dispense-5.0-ul-channel_1-trial-8-humidity-air,5.18E+01,,,,,,,,,
1701.2,measure-dispense-5.0-ul-channel_1-trial-8-pascals-air,1.00E+03,,,,,,,,,
1701.3,measure-dispense-5.0-ul-channel_1-trial-8-celsius-liquid,2.50E+01,,,,,,,,,
1701.3,measure-dispense-5.0-ul-channel_1-trial-8-grams-average,19.531,,,,,,,,,
1701.4,measure-dispense-5.0-ul-channel_1-trial-8-grams-cv,0.00E+00,,,,,,,,,
1701.5,measure-dispense-5.0-ul-channel_1-trial-8-grams-min,1.95E+01,,,,,,,,,
1701.5,measure-dispense-5.0-ul-channel_1-trial-8-grams-max,1.95E+01,,,,,,,,,
1701.6,measure-dispense-5.0-ul-channel_1-trial-8-samples-start-time,1.78E+09,,,,,,,,,
1701.7,measure-dispense-5.0-ul-channel_1-trial-8-samples-duration,9.792706966,,,,,,,,,
1701.8,measure-dispense-5.0-ul-channel_1-trial-8-samples-count,5.00E+01,,,,,,,,,
1760.3,measure-init-5.0-ul-channel_1-trial-9-celsius-pipette,2.47E+01,,,,,,,,,
1760.3,measure-init-5.0-ul-channel_1-trial-9-humidity-pipette,5.83E+01,,,,,,,,,
1760.4,measure-init-5.0-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
1760.5,measure-init-5.0-ul-channel_1-trial-9-humidity-air,5.12E+01,,,,,,,,,
1760.5,measure-init-5.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
1760.6,measure-init-5.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
1760.7,measure-init-5.0-ul-channel_1-trial-9-grams-average,19.5309,,,,,,,,,
1760.7,measure-init-5.0-ul-channel_1-trial-9-grams-cv,0.00E+00,,,,,,,,,
1760.8,measure-init-5.0-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
1760.9,measure-init-5.0-ul-channel_1-trial-9-grams-max,1.95E+01,,,,,,,,,
1761,measure-init-5.0-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,
1761,measure-init-5.0-ul-channel_1-trial-9-samples-duration,9.775166988,,,,,,,,,
1761.1,measure-init-5.0-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,
1784.3,measure-aspirate-5.0-ul-channel_1-trial-9-celsius-pipette,2.47E+01,,,,,,,,,
1784.3,measure-aspirate-5.0-ul-channel_1-trial-9-humidity-pipette,5.80E+01,,,,,,,,,
1784.4,measure-aspirate-5.0-ul-channel_1-trial-9-celsius-air,20.1,,,,,,,,,
1784.5,measure-aspirate-5.0-ul-channel_1-trial-9-humidity-air,5.13E+01,,,,,,,,,
1784.5,measure-aspirate-5.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
1784.6,measure-aspirate-5.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
1784.7,measure-aspirate-5.0-ul-channel_1-trial-9-grams-average,19.5257,,,,,,,,,
1784.7,measure-aspirate-5.0-ul-channel_1-trial-9-grams-cv,0.00E+00,,,,,,,,,
1784.8,measure-aspirate-5.0-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
1784.9,measure-aspirate-5.0-ul-channel_1-trial-9-grams-max,1.95E+01,,,,,,,,,
1784.9,measure-aspirate-5.0-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,
1785,measure-aspirate-5.0-ul-channel_1-trial-9-samples-duration,9.782554388,,,,,,,,,
1785.1,measure-aspirate-5.0-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,
1808.1,measure-dispense-5.0-ul-channel_1-trial-9-celsius-pipette,2.48E+01,,,,,,,,,
1808.1,measure-dispense-5.0-ul-channel_1-trial-9-humidity-pipette,5.79E+01,,,,,,,,,
1808.2,measure-dispense-5.0-ul-channel_1-trial-9-celsius-air,20.2,,,,,,,,,
1808.3,measure-dispense-5.0-ul-channel_1-trial-9-humidity-air,5.09E+01,,,,,,,,,
1808.3,measure-dispense-5.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,
1808.4,measure-dispense-5.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,
1808.5,measure-dispense-5.0-ul-channel_1-trial-9-grams-average,19.530656,,,,,,,,,
1808.6,measure-dispense-5.0-ul-channel_1-trial-9-grams-cv,2.57E-06,,,,,,,,,
1808.6,measure-dispense-5.0-ul-channel_1-trial-9-grams-min,1.95E+01,,,,,,,,,
1808.7,measure-dispense-5.0-ul-channel_1-trial-9-grams-max,1.95E+01,,,,,,,,,
1808.8,measure-dispense-5.0-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,
1808.8,measure-dispense-5.0-ul-channel_1-trial-9-samples-duration,9.78186202,,,,,,,,,
1808.9,measure-dispense-5.0-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,
1867.7,measure-init-5.0-ul-channel_1-trial-10-celsius-pipette,2.48E+01,,,,,,,,,
1867.8,measure-init-5.0-ul-channel_1-trial-10-humidity-pipette,5.78E+01,,,,,,,,,
1867.8,measure-init-5.0-ul-channel_1-trial-10-celsius-air,20.1,,,,,,,,,
1867.9,measure-init-5.0-ul-channel_1-trial-10-humidity-air,5.03E+01,,,,,,,,,
1868,measure-init-5.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
1868.1,measure-init-5.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
1868.1,measure-init-5.0-ul-channel_1-trial-10-grams-average,19.5305,,,,,,,,,
1868.2,measure-init-5.0-ul-channel_1-trial-10-grams-cv,0.00E+00,,,,,,,,,
1868.3,measure-init-5.0-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
1868.3,measure-init-5.0-ul-channel_1-trial-10-grams-max,1.95E+01,,,,,,,,,
1868.4,measure-init-5.0-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,
1868.5,measure-init-5.0-ul-channel_1-trial-10-samples-duration,9.826766014,,,,,,,,,
1868.5,measure-init-5.0-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,
1891.7,measure-aspirate-5.0-ul-channel_1-trial-10-celsius-pipette,2.48E+01,,,,,,,,,
1891.7,measure-aspirate-5.0-ul-channel_1-trial-10-humidity-pipette,5.74E+01,,,,,,,,,
1891.8,measure-aspirate-5.0-ul-channel_1-trial-10-celsius-air,20.1,,,,,,,,,
1891.9,measure-aspirate-5.0-ul-channel_1-trial-10-humidity-air,5.04E+01,,,,,,,,,
1891.9,measure-aspirate-5.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
1892,measure-aspirate-5.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
1892.1,measure-aspirate-5.0-ul-channel_1-trial-10-grams-average,19.52530333,,,,,,,,,
1892.2,measure-aspirate-5.0-ul-channel_1-trial-10-grams-cv,9.35E-07,,,,,,,,,
1892.2,measure-aspirate-5.0-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
1892.3,measure-aspirate-5.0-ul-channel_1-trial-10-grams-max,1.95E+01,,,,,,,,,
1892.4,measure-aspirate-5.0-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,
1892.4,measure-aspirate-5.0-ul-channel_1-trial-10-samples-duration,9.798436642,,,,,,,,,
1892.5,measure-aspirate-5.0-ul-channel_1-trial-10-samples-count,3.00E+01,,,,,,,,,
1915.4,measure-dispense-5.0-ul-channel_1-trial-10-celsius-pipette,2.49E+01,,,,,,,,,
1915.4,measure-dispense-5.0-ul-channel_1-trial-10-humidity-pipette,5.74E+01,,,,,,,,,
1915.5,measure-dispense-5.0-ul-channel_1-trial-10-celsius-air,20.2,,,,,,,,,
1915.6,measure-dispense-5.0-ul-channel_1-trial-10-humidity-air,5.05E+01,,,,,,,,,
1915.7,measure-dispense-5.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,
1915.7,measure-dispense-5.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,
1915.8,measure-dispense-5.0-ul-channel_1-trial-10-grams-average,19.53030909,,,,,,,,,
1915.9,measure-dispense-5.0-ul-channel_1-trial-10-grams-cv,1.49E-06,,,,,,,,,
1915.9,measure-dispense-5.0-ul-channel_1-trial-10-grams-min,1.95E+01,,,,,,,,,
1916,measure-dispense-5.0-ul-channel_1-trial-10-grams-max,1.95E+01,,,,,,,,,
1916.1,measure-dispense-5.0-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,
1916.1,measure-dispense-5.0-ul-channel_1-trial-10-samples-duration,8.588438511,,,,,,,,,
1916.2,measure-dispense-5.0-ul-channel_1-trial-10-samples-count,4.40E+01,,,,,,,,,
2828.8,measure-init-1000.0-ul-channel_1-trial-1-celsius-pipette,2.55E+01,,,,,,,,,
2828.9,measure-init-1000.0-ul-channel_1-trial-1-humidity-pipette,5.60E+01,,,,,,,,,
2828.9,measure-init-1000.0-ul-channel_1-trial-1-celsius-air,20.2,,,,,,,,,
2829,measure-init-1000.0-ul-channel_1-trial-1-humidity-air,5.16E+01,,,,,,,,,
2829.1,measure-init-1000.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,
2829.1,measure-init-1000.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,
2829.2,measure-init-1000.0-ul-channel_1-trial-1-grams-average,19.5274,,,,,,,,,
2829.3,measure-init-1000.0-ul-channel_1-trial-1-grams-cv,0.00E+00,,,,,,,,,
2829.3,measure-init-1000.0-ul-channel_1-trial-1-grams-min,1.95E+01,,,,,,,,,
2829.4,measure-init-1000.0-ul-channel_1-trial-1-grams-max,1.95E+01,,,,,,,,,
2829.5,measure-init-1000.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,
2829.5,measure-init-1000.0-ul-channel_1-trial-1-samples-duration,9.985872269,,,,,,,,,
2829.6,measure-init-1000.0-ul-channel_1-trial-1-samples-count,5.10E+01,,,,,,,,,
2853.2,measure-aspirate-1000.0-ul-channel_1-trial-1-celsius-pipette,2.56E+01,,,,,,,,,
2853.3,measure-aspirate-1000.0-ul-channel_1-trial-1-humidity-pipette,5.60E+01,,,,,,,,,
2853.4,measure-aspirate-1000.0-ul-channel_1-trial-1-celsius-air,20.2,,,,,,,,,
2853.4,measure-aspirate-1000.0-ul-channel_1-trial-1-humidity-air,5.12E+01,,,,,,,,,
2853.5,measure-aspirate-1000.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,
2853.6,measure-aspirate-1000.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,
2853.6,measure-aspirate-1000.0-ul-channel_1-trial-1-grams-average,18.530186,,,,,,,,,
2853.7,measure-aspirate-1000.0-ul-channel_1-trial-1-grams-cv,1.89E-06,,,,,,,,,
2853.8,measure-aspirate-1000.0-ul-channel_1-trial-1-grams-min,1.85E+01,,,,,,,,,
2853.9,measure-aspirate-1000.0-ul-channel_1-trial-1-grams-max,1.85E+01,,,,,,,,,
2853.9,measure-aspirate-1000.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,
2854,measure-aspirate-1000.0-ul-channel_1-trial-1-samples-duration,9.825470209,,,,,,,,,
2854.1,measure-aspirate-1000.0-ul-channel_1-trial-1-samples-count,5.00E+01,,,,,,,,,
2877.1,measure-dispense-1000.0-ul-channel_1-trial-1-celsius-pipette,2.56E+01,,,,,,,,,
2877.2,measure-dispense-1000.0-ul-channel_1-trial-1-humidity-pipette,5.60E+01,,,,,,,,,
2877.2,measure-dispense-1000.0-ul-channel_1-trial-1-celsius-air,20.2,,,,,,,,,
2877.3,measure-dispense-1000.0-ul-channel_1-trial-1-humidity-air,5.09E+01,,,,,,,,,
2877.4,measure-dispense-1000.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,
2877.4,measure-dispense-1000.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,
2877.5,measure-dispense-1000.0-ul-channel_1-trial-1-grams-average,19.5272,,,,,,,,,
2877.6,measure-dispense-1000.0-ul-channel_1-trial-1-grams-cv,0.00E+00,,,,,,,,,
2877.6,measure-dispense-1000.0-ul-channel_1-trial-1-grams-min,1.95E+01,,,,,,,,,
2877.7,measure-dispense-1000.0-ul-channel_1-trial-1-grams-max,1.95E+01,,,,,,,,,
2877.8,measure-dispense-1000.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,
2877.8,measure-dispense-1000.0-ul-channel_1-trial-1-samples-duration,9.830002069,,,,,,,,,
2877.9,measure-dispense-1000.0-ul-channel_1-trial-1-samples-count,5.00E+01,,,,,,,,,
